Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-10-23T00:04:44Z,"0002cc0100000eb0","365443001cf9356d131569ca29000000012600000000fffffffffffffffffc6c",2,3.34,,19,21.41,78.97,,0.00,,0,294,0,0,,,,-0.55,-1.00,-1.00,-1.00,-1.00
2024-10-23T00:10:40Z,"0002cc0100000eb0","3654430180f93569131566ca500000000128020000007c4164d4f42d6ea06f837c72",2,3.34,,19,21.40,79.03,,0.00,,2,296,0,0,,,0.56,0.23,0.21,-0.26,0.08,0.53
2024-10-23T00:16:36Z,"0002cc0100000eb0","36544302e4f93571131571ca04000000012c04000000fcf0be637cae75cf747f",2,3.34,,19,21.44,78.91,,0.00,,4,300,0,0,,,,0.28,0.36,0.59,-0.00,-0.62
2024-10-23T00:22:32Z,"0002cc0100000eb0","3654430448f9356d131571c906000000012c000000006626747a74947c4e7cf07d40",2,3.34,,19,21.44,78.53,,0.00,,0,300,0,0,,,0.66,0.62,0.54,0.29,0.28,0.10
2024-10-23T00:28:28Z,"0002cc0100000eb0","36544305acf9356d131569c8bb000000012e020000007c38e60cfffffc756c2b",2,3.34,,19,21.41,78.41,,0.00,,2,302,0,0,,,,0.13,-0.56,-1.00,-0.09,0.53
2024-10-23T00:34:24Z,"0002cc0100000eb0","3654430710f9356913156cca010000000130020000007cc27d266c30e696dc89746c",2,3.34,,19,21.42,78.91,,0.00,,2,304,0,0,,,0.28,-0.04,-0.10,0.13,0.64,0.59
2024-10-23T00:40:19Z,"0002cc0100000eb0","3654430873f93569131571c954000000013101000000774f6d56e5b64e497786",2,3.34,,19,21.44,78.64,,0.00,,1,305,0,0,,,,0.47,0.01,-0.09,0.17,0.46
2024-10-23T00:46:15Z,"0002cc0100000eb0","36544309d7f93569131574c8990000000131000000007d757c61e6205561ed25",2,3.34,,19,21.45,78.36,,0.00,,0,305,0,0,,,,-0.16,0.02,-0.10,0.55,0.68
2024-10-23T00:52:11Z,"0002cc0100000eb0","3654430b3bf9356d131566c8c0000000013201000000663a6d47e4b2ee61e46a7697",2,3.34,,19,21.40,78.42,,0.00,,1,306,0,0,,,0.41,-0.07,-0.20,-0.07,0.16,0.10
2024-10-23T00:58:07Z,"0002cc0100000eb0","3654430c9ff93569131574cc93000000013402000000ffff7cbb75366d24778e",2,3.34,,19,21.45,79.91,,0.00,,2,308,0,0,,,,0.47,0.16,0.33,0.59,-1.00
2024-10-23T01:04:03Z,"0002cc0100000eb0","3654430e03f935691315b6cecf000000013602000000ff7bfeb77413ed03f63f6d37",2,3.34,,19,21.71,80.79,,0.00,,2,310,0,0,,,0.16,-0.39,-0.16,0.25,-0.84,-0.94
2024-10-23T01:09:59Z,"0002cc0100000eb0","3654430f67f9356d1315c4d01c0000000137010000007cf6f4896f9b6f097473",2,3.34,,19,21.76,81.29,,0.00,,1,311,0,0,,,,0.28,0.22,0.24,-0.28,0.62
2024-10-23T01:15:55Z,"0002cc0100000eb0","36544310cbf935711315aacd610000000138010000006e1cfffdf49d7d04fc656ea8",2,3.34,,19,21.66,80.23,,0.00,,1,312,0,0,,,0.21,-0.55,0.63,-0.29,-1.00,0.19
2024-10-23T01:21:51Z,"0002cc0100000eb0","365443122ff935691315a2cd9a000000013b030000006ed974814d37f4db6688",2,3.34,,19,21.63,80.31,,0.00,,3,315,0,0,,,,0.10,-0.30,0.01,0.28,0.21
2024-10-23T01:27:47Z,"0002cc0100000eb0","3654431393f9357913159fcd52000000013b000000007e757c5e7d0d7d37f755",2,3.34,,19,21.62,80.20,,0.00,,0,315,0,0,,,,-0.46,0.65,0.63,0.55,0.81
2024-10-23T01:33:43Z,"0002cc0100000eb0","36544314f7f93565131594cbf9000000013c010000006621771f7764679bec95",2,3.34,,19,21.58,79.68,,0.00,,1,316,0,0,,,,-0.14,0.12,0.46,0.45,0.10
2024-10-23T01:39:39Z,"0002cc0100000eb0","365443165bf93569131586ca43000000013c000000007dee74a2cc37f776fcb0fe70",2,3.34,,19,21.52,79.01,,0.00,,0,316,0,0,,,-0.80,-0.59,-0.47,-0.01,0.29,0.74
2024-10-23T01:45:35Z,"0002cc0100000eb0","36544317bff93579131577ca16000000013c00000000fdeefe7cffffff62ec9b",2,3.34,,19,21.46,78.94,,0.00,,0,316,0,0,,,,-0.14,-0.92,-1.00,-0.81,-0.74
2024-10-23T01:51:30Z,"0002cc0100000eb0","3654431922f93569131562ca32000000013c00000000fca1f6daffffffffff83",2,3.34,,19,21.38,78.98,,0.00,,0,316,0,0,,,,-0.94,-1.00,-1.00,-0.43,-0.58
2024-10-23T01:57:26Z,"0002cc0100000eb0","3654431a86f9356d13155bc9a8000000013c00000000ff47ffffffffffffffff",2,3.34,,19,21.35,78.77,,0.00,,0,316,0,0,,,,-1.00,-1.00,-1.00,-1.00,-0.91
2024-10-23T02:03:22Z,"0002cc0100000eb0","3654431beaf93569131550c95a000000013c00000000fffffe6dfe28ffffffffff5d",2,3.34,,19,21.31,78.65,,0.00,,0,316,0,0,,,-0.92,-1.00,-1.00,-0.77,-0.80,-1.00
2024-10-23T02:09:18Z,"0002cc0100000eb0","3654431d4ef9357513154cc935000000013c00000000fffffffffffffec1ffff",2,3.34,,19,21.30,78.60,,0.00,,0,316,0,0,,,,-1.00,-0.84,-1.00,-1.00,-1.00
2024-10-23T02:15:14Z,"0002cc0100000eb0","3654431eb2f9356d131549c909000000013c00000000ffffffffffffffffff59",2,3.34,,19,21.28,78.53,,0.00,,0,316,0,0,,,,-0.92,-1.00,-1.00,-1.00,-1.00
2024-10-23T02:21:10Z,"0002cc0100000eb0","3654432016f9358213154cc96e000000013c00000000fffffffffffffc70f7f3",2,3.34,,19,21.30,78.68,,0.00,,0,316,0,0,,,,-0.50,-0.55,-1.00,-1.00,-1.00
2024-10-23T02:27:06Z,"0002cc0100000eb0","365443217af9356d131541c92f000000013c00000000ffffffffffffffffffffffea",2,3.34,,19,21.25,78.59,,0.00,,0,316,0,0,,,-0.99,-1.00,-1.00,-1.00,-1.00,-1.00
2024-10-23T02:33:02Z,"0002cc0100000eb0","36544322def93575131545c8e4000000013c00000000ffffffffffffffffffff",2,3.34,,19,21.27,78.47,,0.00,,0,316,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-10-23T02:38:58Z,"0002cc0100000eb0","3654432442f93565131541c996000000013c00000000fc3cfc1df6dbc425ed9974f2",2,3.34,,19,21.25,78.75,,0.00,,0,316,0,0,,,0.31,-0.17,-0.00,-0.43,-0.51,-0.53
2024-10-23T02:44:54Z,"0002cc0100000eb0","36544325a6f93571131550cb0d000000013f0300000077f174cc54947d527cf3",2,3.34,,19,21.31,79.32,,0.00,,3,319,0,0,,,,0.62,0.66,0.02,0.30,0.50
2024-10-23T02:50:50Z,"0002cc0100000eb0","365443270af9357113156cca010000000142030000005cff7795f789ce7774f4",2,3.34,,19,21.42,78.91,,0.00,,3,322,0,0,,,,0.31,-0.01,-0.47,0.47,0.04
2024-10-23T02:56:46Z,"0002cc0100000eb0","365443286ef9356913155bc962000000014200000000f748fdf5ffffffffffffffff",2,3.34,,19,21.35,78.67,,0.00,,0,322,0,0,,,-1.00,-1.00,-1.00,-1.00,-0.74,-0.46
2024-10-23T03:02:42Z,"0002cc0100000eb0","36544329d2f93565131553c92c000000014200000000ffb1ffffff88ffffffff",2,3.34,,19,21.32,78.58,,0.00,,0,322,0,0,,,,-1.00,-1.00,-0.94,-1.00,-0.96
2024-10-23T03:08:38Z,"0002cc0100000eb0","3654432b36f9356d13154cc983000000014200000000f597fd8f6eaffc38ffec",2,3.34,,19,21.30,78.72,,0.00,,0,322,0,0,,,,-0.99,-0.53,0.21,-0.69,-0.35
2024-10-23T03:14:34Z,"0002cc0100000eb0","3654432c9af9356d131545c930000000014200000000ffffffffffffffffffff",2,3.34,,19,21.27,78.59,,0.00,,0,322,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-10-23T03:20:30Z,"0002cc0100000eb0","3654432dfef9356d13153ec908000000014200000000ff84fffffffffffffffffe00",2,3.34,,19,21.24,78.53,,0.00,,0,322,0,0,,,-0.75,-1.00,-1.00,-1.00,-1.00,-0.94
2024-10-23T03:26:26Z,"0002cc0100000eb0","3654432f62f9356d13153ec972000000014200000000ffff5cf0f515fec5ffff",2,3.34,,19,21.24,78.69,,0.00,,0,322,0,0,,,,-1.00,-0.85,-0.32,0.04,-1.00
2024-10-23T03:32:22Z,"0002cc0100000eb0","36544330c6f9356913153ac8f1000000014200000000ffffffffffffffffffff",2,3.34,,19,21.22,78.49,,0.00,,0,322,0,0,,,,-1.00,-1.00,-1.00,-1.00,-1.00
2024-10-23T03:38:18Z,"0002cc0100000eb0","365443322af93561131545cb0d000000014402000000f7bffebae63b76d37cc97d84",2,3.34,,19,21.27,79.32,,0.00,,2,324,0,0,,,0.69,0.60,0.43,-0.10,-0.84,-0.48
2024-10-23T03:44:14Z,"0002cc0100000eb0","365443338ef9356d131553ca59000000014602000000f6b17d76744b6f556c75",2,3.34,,19,21.32,79.04,,0.00,,2,326,0,0,,,,0.14,0.23,0.27,0.68,-0.42
2024-10-23T03:50:10Z,"0002cc0100000eb0","36544334f2f202040200155bca50000000014802000000fcc5f6fbf4f5d45eee91efd2",2,,2.4.2.0,,21.35,79.03,,0.00,,2,328,0,0,,,-0.24,-0.21,-0.02,-0.31,-0.44,-0.60
2024-10-23T03:56:06Z,"0002cc0100000eb0","3654433656f9356d131566caf2000000014a0200000074c97c19f5356dd3ef71",2,3.34,,19,21.40,79.28,,0.00,,2,330,0,0,,,,-0.23,0.18,-0.33,0.51,0.30
2024-10-23T04:02:02Z,"0002cc0100000eb0","36544337baf93569131566ca67000000014d0300000076ac7e7176c975c47cb07c8e",2,3.34,,19,21.40,79.06,,0.00,,3,333,0,0,,,0.57,0.59,0.36,0.42,0.81,0.42
2024-10-23T04:07:57Z,"0002cc0100000eb0","365443391df9355d131571cae300000001500300000074ce77457dbbecc47c0b",2,3.34,,19,21.44,79.25,,0.00,,3,336,0,0,,,,0.51,-0.15,0.72,0.45,0.30
2024-10-23T04:13:53Z,"0002cc0100000eb0","3654433a81f93571131566c9ef000000015404000000e5537c56e48bfffff706",2,3.34,,19,21.40,78.88,,0.00,,4,340,0,0,,,,-0.44,-1.00,-0.07,0.54,-0.08
2024-10-23T04:19:49Z,"0002cc0100000eb0","3654433be5f93569131566ca1700000001550100000077c774557e4e7cda6448fc70",2,3.34,,19,21.40,78.94,,0.00,,1,341,0,0,,,-0.55,0.07,0.61,0.79,0.27,0.49
2024-10-23T04:25:45Z,"0002cc0100000eb0","3654433d49f9356d13155bca0a0000000155000000006e55f5defe31eee3eee4",2,3.34,,19,21.35,78.92,,0.00,,0,341,0,0,,,,-0.22,-0.22,-0.77,-0.37,0.20
2024-10-23T04:31:41Z,"0002cc0100000eb0","3654433eadf9356d13155bcab20000000155000000005f09f576666d665ffe09",2,3.34,,19,21.35,79.18,,0.00,,0,341,0,0,,,,-0.75,0.10,0.10,-0.34,0.05
2024-10-23T04:37:37Z,"0002cc0100000eb0","3654434011f9356d13154cca16000000015500000000ffffffffff99ffffffff",2,3.34,,19,21.30,78.94,,0.00,,0,341,0,0,,,,-1.00,-1.00,-0.95,-1.00,-1.00
2024-10-23T04:43:33Z,"0002cc0100000eb0","3654434175f9356d131545c9d8000000015500000000ffc3fffffecfffffffff",2,3.34,,19,21.27,78.85,,0.00,,0,341,0,0,,,,-1.00,-1.00,-0.85,-1.00,-0.97
2024-10-23T04:49:29Z,"0002cc0100000eb0","36544342d9f9356d13153ec9cc000000015500000000ffffffffffc4ffffffff",2,3.34,,19,21.24,78.83,,0.00,,0,341,0,0,,,,-1.00,-1.00,-0.97,-1.00,-1.00
2024-10-23T04:55:25Z,"0002cc0100000eb0","365443443df9356d13153eca440000000155000000006cb8fe09efbbff7bffff",2,3.34,,19,21.24,79.01,,0.00,,0,341,0,0,,,,-1.00,-0.94,-0.24,-0.75,0.15
2024-10-23T05:01:21Z,"0002cc0100000eb0","36544345a1f9356913153ac9fb000000015500000000ffffffffff19ffffffde",2,3.34,,19,21.22,78.90,,0.00,,0,341,0,0,,,,-0.98,-1.00,-0.89,-1.00,-1.00
2024-10-23T05:07:17Z,"0002cc0100000eb0","3654434705f9357513153ac9ed000000015500000000ffffffffff22ff0bffec",2,3.34,,19,21.22,78.88,,0.00,,0,341,0,0,,,,-0.99,-0.88,-0.89,-1.00,-1.00
2024-10-23T05:13:13Z,"0002cc0100000eb0","3654434869f9356d13153eca22000000015500000000ff50ff68fe5cd742ee206dfd",2,3.34,,19,21.24,78.96,,0.00,,0,341,0,0,,,0.19,-0.19,-0.03,-0.79,-0.93,-0.91
2024-10-23T05:19:09Z,"0002cc0100000eb0","36544349cdf93571131533caad00000001560100000075b57437fef7ffffffff",2,3.34,,19,21.20,79.17,,0.00,,1,342,0,0,,,,-1.00,-1.00,-0.87,0.26,0.36
2024-10-23T05:25:05Z,"0002cc0100000eb0","3654434b31f93575131533ca13000000015600000000ffffffaaffffffffffe4ffff",2,3.34,,19,21.20,78.94,,0.00,,0,342,0,0,,,-1.00,-0.99,-1.00,-1.00,-0.96,-1.00
2024-10-23T05:31:00Z,"0002cc0100000eb0","3654434c94f9356d131545cbaf000000015802000000f70efdb66ea774067d8e",2,3.34,,19,21.27,79.57,,0.00,,2,344,0,0,,,,0.69,0.25,0.21,-0.71,-0.44
2024-10-23T05:36:56Z,"0002cc0100000eb0","3654434df8f93569131549ca4400000001590100000054d8e5c1edf0fddbfc7a",2,3.34,,19,21.28,79.01,,0.00,,1,345,0,0,,,,-0.56,-0.73,-0.19,-0.09,0.02
2024-10-23T05:42:53Z,"0002cc0100000eb0","3654434f5df93571131557ccd4000000015a010000007c0c77ce7c6c7cb56e6245d5",2,3.34,,19,21.34,80.01,,0.00,,1,346,0,0,,,0.01,0.20,0.59,0.55,0.49,0.51
2024-10-23T05:48:48Z,"0002cc0100000eb0","36544350c0f93561131566cbe1000000015d03000000edc07c717cec7d6af53b",2,3.34,,19,21.40,79.64,,0.00,,3,349,0,0,,,,-0.33,0.68,0.62,0.56,-0.18
2024-10-23T05:54:44Z,"0002cc0100000eb0","3654435224f93569131569cc92000000015f0200000075a865e34fa8f5a47480",2,3.34,,19,21.41,79.91,,0.00,,2,351,0,0,,,,0.28,-0.35,0.01,0.09,0.35
2024-10-23T06:00:40Z,"0002cc0100000eb0","3654435388f93569131574cc0e00000001630400000064657c6477597c34743a",2,3.34,,19,21.45,79.71,,0.00,,4,355,0,0,,,,0.26,0.53,0.46,0.55,0.07
2024-10-23T06:06:36Z,"0002cc0100000eb0","36544354ecf93571131574cc15000000016401000000740e76e45cccf52367717624",2,3.34,,19,21.45,79.72,,0.00,,1,356,0,0,,,0.38,0.12,-0.32,0.04,0.43,0.25
2024-10-23T06:12:32Z,"0002cc0100000eb0","3654435650f93569131577cbd00000000164000000007db977367c457cd877eb",2,3.34,,19,21.46,79.62,,0.00,,0,356,0,0,,,,0.49,0.61,0.53,0.45,0.72
2024-10-23T06:18:28Z,"0002cc0100000eb0","36544357b4f9356913157fcc8c000000016501000000742a7c1c7c717c4d6750",2,3.34,,19,21.49,79.90,,0.00,,1,357,0,0,,,,0.11,0.54,0.56,0.51,0.26
2024-10-23T06:24:24Z,"0002cc0100000eb0","3654435918f9356113157fcd0400000001660100000074277da8f464fffff4a874ce",2,3.34,,19,21.49,80.09,,0.00,,1,358,0,0,,,0.30,-0.29,-1.00,-0.27,0.71,0.26
2024-10-23T06:30:20Z,"0002cc0100000eb0","3654435a7cf93579131574cb57000000016600000000e7e9f534ffffffffffff",2,3.34,,19,21.45,79.43,,0.00,,0,358,0,0,,,,-1.00,-1.00,-1.00,-0.33,-0.12
2024-10-23T06:36:16Z,"0002cc0100000eb0","3654435be0f93569131571cc8a0000000168020000005f8177a6fc1d666d64ef",2,3.34,,19,21.44,79.90,,0.00,,2,360,0,0,,,,0.08,0.10,-0.51,0.48,0.06
2024-10-23T06:42:12Z,"0002cc0100000eb0","3654435d44f9356d131574cc3f0000000168000000007e017cd57dbb766e7d40",2,3.34,,19,21.45,79.78,,0.00,,0,360,0,0,,,,0.66,0.40,0.72,0.60,0.75
2024-10-23T06:48:08Z,"0002cc0100000eb0","3654435ea8f9357513157fcd430000000169010000007d1b748577697dd27cae7550",2,3.34,,19,21.49,80.18,,0.00,,1,361,0,0,,,0.33,0.59,0.73,0.46,0.28,0.64
2024-10-23T06:54:04Z,"0002cc0100000eb0","365443600cf93571131586cc05000000016b020000007d0b7d40775ef69e7d6f",2,3.34,,19,21.52,79.70,,0.00,,2,363,0,0,,,,0.68,-0.41,0.46,0.66,0.63
2024-10-23T07:00:00Z,"0002cc0100000eb0","3654436170f9356913158acdc2000000016d020000006fa276fd7c896cb57de8",2,3.34,,19,21.54,80.38,,0.00,,2,365,0,0,,,,0.74,0.15,0.57,0.44,0.24
2024-10-23T07:05:56Z,"0002cc0100000eb0","36544362d4f93565131586cdcd000000016e010000006f1c6eaeff1ff71dec557c1d",2,3.34,,19,21.52,80.39,,0.00,,1,366,0,0,,,0.51,-0.14,-0.44,-0.89,0.21,0.22
2024-10-23T07:11:51Z,"0002cc0100000eb0","3654436437f93571131591cdaa000000016e000000007e6c7d207eb276967d14",2,3.34,,19,21.56,80.34,,0.00,,0,366,0,0,,,,0.63,0.41,0.84,0.64,0.80
2024-10-23T07:17:47Z,"0002cc0100000eb0","365443659bf9356d131591cdc7000000016f010000006f2cdf75e6c6f53b7d94",2,3.34,,19,21.56,80.38,,0.00,,1,367,0,0,,,,0.70,-0.33,-0.11,-0.06,0.22
2024-10-23T07:23:43Z,"0002cc0100000eb0","36544366fff93569131594cec60000000170010000007dcf74197cb97563f494",2,3.34,,19,21.58,80.77,,0.00,,1,368,0,0,,,,-0.29,0.34,0.59,0.26,0.73
2024-10-23T07:29:39Z,"0002cc0100000eb0","3654436863f935691315b6d181000000017101000000ff17fd1a74d47c157516f65e",2,3.34,,19,21.71,81.84,,0.00,,1,369,0,0,,,-0.40,0.32,0.51,0.30,-0.64,-0.89
2024-10-23T07:35:35Z,"0002cc0100000eb0","36544369c7f935611315aacfda000000017302000000ff04f62b7c5b77f1d4b0",2,3.34,,19,21.66,81.19,,0.00,,2,371,0,0,,,,-0.02,0.50,0.54,-0.39,-0.88
