Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-10-26T00:03:07Z,"0002cc0100000eb0","365446f43bf9357113153ecf24392ed0029e00000000ffffff57f4d5fe5ff7a8",2,3.34,,19,21.24,80.92,,0.02,,0,670,0,0,,,,-0.48,-0.80,-0.30,-0.92,-1.00
2024-10-26T00:09:03Z,"0002cc0100000eb0","365446f59ff93565131533cec9000000029e00000000ff8dfffffffffe3bffffffff",2,3.34,,19,21.20,80.78,,0.00,,0,670,0,0,,,-1.00,-1.00,-0.78,-1.00,-1.00,-0.94
2024-10-26T00:14:59Z,"0002cc0100000eb0","365446f703f9355d131536cf1800000002a002000000fffffd87fffffeed6d8b",2,3.34,,19,21.21,80.90,,0.00,,2,672,0,0,,,,0.17,-0.87,-1.00,-0.69,-1.00
2024-10-26T00:20:55Z,"0002cc0100000eb0","365446f867f93569131533cf4100000002a000000000e47efd6efd4eef32e495",2,3.34,,19,21.20,80.96,,0.00,,0,672,0,0,,,,-0.07,-0.22,-0.66,-0.68,-0.07
2024-10-26T00:26:51Z,"0002cc0100000eb0","365446f9cbf9357113153ad02c00000002a101000000cdce6dc475eb7d507ca8",2,3.34,,19,21.22,81.32,,0.00,,1,673,0,0,,,,0.58,0.66,0.37,0.18,-0.01
2024-10-26T00:32:47Z,"0002cc0100000eb0","365446fb2ff93569131549d09a00000002a403000000dd40fc7bbe56eeff74e1",2,3.34,,19,21.28,81.49,,0.00,,3,676,0,0,,,,0.30,-0.22,-0.00,-0.56,-0.04
2024-10-26T00:38:43Z,"0002cc0100000eb0","365446fc93f9356d131557d0b200000002a50100000076227c727d27eed96e527c22",2,3.34,,19,21.34,81.52,,0.00,,1,677,0,0,,,0.52,0.20,-0.21,0.64,0.56,0.38
2024-10-26T00:44:39Z,"0002cc0100000eb0","365446fdf7f2020402001566d0df00000002a6010000007c8d6f957d35747d7702",2,,2.4.2.0,,21.40,81.59,,0.00,,1,678,0,0,,,,0.44,0.28,0.65,0.24,0.57
2024-10-26T00:50:35Z,"0002cc0100000eb0","365446ff5bf93569131577d1b100000002a600000000652cec247c917c27cf5bd79b",2,3.34,,19,21.46,81.91,,0.00,,0,678,0,0,,,-0.03,-0.01,0.52,0.57,-0.13,0.08
2024-10-26T00:56:31Z,"0002cc0100000eb0","36544700bff93569131577d10f00000002a90300000077267cceefd1f451f6dd",2,3.34,,19,21.46,81.66,,0.00,,3,681,0,0,,,,-0.43,-0.27,-0.24,0.60,0.45
2024-10-26T01:02:27Z,"0002cc0100000eb0","3654470223f93571131574d0aa00000002aa01000000ff4966327cc96e307ccc",2,3.34,,19,21.45,81.51,,0.00,,1,682,0,0,,,,0.60,0.19,0.60,0.10,-0.91
2024-10-26T01:08:23Z,"0002cc0100000eb0","3654470387f9356d13157bd16d00000002ab010000007d0f771ef5d87c8474f76e4c",2,3.34,,19,21.48,81.81,,0.00,,1,683,0,0,,,0.20,0.31,0.56,-0.37,0.44,0.63
