Time,DevEUI,Raw,Vbat,Vsystem,Vbus,BootCount,T,RH,P,Light,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2022-12-07T00:01:51Z,"0002cc01000003e9","2250ba9a6ffd3a05050f1115ac612561900ea8000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.67,38.11,99475.00,469.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:07:47Z,"0002cc01000003e9","2250ba9bd3fd3a1105171115af612661a60db8000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.68,38.14,99478.00,439.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:13:43Z,"0002cc01000003e9","2250ba9d37fd3a11050f1115af612761bb0dc8000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.68,38.18,99481.00,441.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:19:39Z,"0002cc01000003e9","2250ba9e9bfd3a11050f1115b1612a61ae0e68000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.69,38.16,99495.00,461.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:25:35Z,"0002cc01000003e9","2250ba9ffffd3a09050f1115a4612b61cd0c00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.64,38.20,99498.00,6.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:31:31Z,"0002cc01000003e9","2250baa163fd3a11050f111590612a621e0a00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.56,38.33,99494.00,5.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:37:27Z,"0002cc01000003e9","2250baa2c7fd3a110517111583612b62440800000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.51,38.39,99498.00,4.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:43:23Z,"0002cc01000003e9","2250baa42bfd3a11050f111574612c625e0800000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.45,38.42,99503.00,16.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:49:19Z,"0002cc01000003e9","2250baa58ffd3a09050f111569612e6285f000000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.41,38.48,99509.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T00:55:15Z,"0002cc01000003e9","2250baa6f3fd3a11050f11155d612e62cf0b00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.36,38.60,99511.00,11.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:01:11Z,"0002cc01000003e9","2250baa857fd3a1105171115556130631a0800000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.33,38.71,99517.00,2.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:07:07Z,"0002cc01000003e9","2250baa9bbfd3a11051711154d612f632e0c00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.30,38.74,99513.00,6.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:13:03Z,"0002cc01000003e9","2250baab1ffd3a11050f111546612f635d0a00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.27,38.81,99515.00,10.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:19:00Z,"0002cc01000003e9","2250baac84fd3a0d051711153b61326393f000000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.23,38.90,99524.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:24:56Z,"0002cc01000003e9","2250baade8fd3a110517111536613363caf000000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.21,38.98,99528.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:30:52Z,"0002cc01000003e9","2250baaf4cfd3a0d050f1115346134640ef000000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.20,39.08,99535.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:36:48Z,"0002cc01000003e9","2250bab0b0fd3a0d051f11152c613464290800000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.17,39.13,99533.00,4.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:42:44Z,"0002cc01000003e9","2250bab214fd3a09050f111529613464600800000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.16,39.21,99532.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:48:40Z,"0002cc01000003e9","2250bab378fd3a1105171115246132646e0a00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.14,39.23,99527.00,5.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T01:54:36Z,"0002cc01000003e9","2250bab4dcfd3a110517111524613664820800000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.14,39.26,99542.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T02:00:32Z,"0002cc01000003e9","2250bab640fd3a11050f111522613664a50b00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.13,39.31,99543.00,22.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T02:06:28Z,"0002cc01000003e9","2250bab7a4fd3a11050f11151f613764b90a00000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.12,39.35,99544.00,10.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T02:12:24Z,"0002cc01000003e9","2250bab908fd3a09050f11151a613a64dbf000000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.10,39.40,99559.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-07T02:18:20Z,"0002cc01000003e9","2250baba6cfd3a19050f111515613d650b0c80000000000000ffffffffffffffffffffffff",3.63,,0.32,17,21.08,39.47,99571.00,25.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
