Time,DevEUI,Raw,Vbat,Vsystem,Vbus,BootCount,T,RH,P,Light,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2022-12-04T00:01:45Z,"0002cc01000003e9","2250b6a5e9fd3a2e052311148d62de25bff000000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.55,14.75,101238.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-113959.13
2022-12-04T00:07:41Z,"0002cc01000003e9","2250b6a74dfd3a3a051711148d62dc25b10d00000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.55,14.72,101230.00,13.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T00:13:37Z,"0002cc01000003e9","2250b6a8b1fd3a3a052311148d62dc259cf000000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.55,14.69,101228.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-113959.13
2022-12-04T00:19:33Z,"0002cc01000003e9","2250b6aa15fd3a3a052311148d62da25a90b80000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.55,14.71,101223.00,23.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T00:25:29Z,"0002cc01000003e9","2250b6ab79fd3a21052311148b62db257f0800000000000000ffffffffffffffffffffffff",3.63,,0.32,17,20.54,14.65,101225.00,2.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T00:31:25Z,"0002cc01000003e9","2250b6acddfd3a32052c11148b62e225a90800000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.54,14.71,101252.00,8.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-113962.16
2022-12-04T00:37:21Z,"0002cc01000003e9","2250b6ae41fd3a3a052c11148862e1259b0800000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.53,14.69,101248.00,4.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T00:43:18Z,"0002cc01000003e9","2250b6afa6fd3a3a051f11148b62df25a20b00000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.54,14.70,101243.00,11.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T00:49:14Z,"0002cc01000003e9","2250b6b10afd3a3a051711148862dc25780800000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.53,14.64,101231.00,8.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T00:55:10Z,"0002cc01000003e9","2250b6b26efd3a3a052311148862db2578f000000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.53,14.64,101224.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T01:01:06Z,"0002cc01000003e9","2250b6b3d2fd3a3a051711148b62d82563f000000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.54,14.60,101213.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T01:07:02Z,"0002cc01000003e9","2250b6b536fd3a3a051711149062d7256b0a00000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.56,14.62,101209.00,5.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T01:12:58Z,"0002cc01000003e9","2250b6b69afd3a36051711149062d125640c00000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.56,14.61,101185.00,6.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-04T01:18:54Z,"0002cc01000003e9","2250b6b7fefd3a32051711148d62cc255d0c00000000000000ffffffffffffffffffffffff",3.64,,0.32,17,20.55,14.59,101166.00,12.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-113956.11
