Time,DevEUI,Raw,Vbat,Vsystem,Vbus,BootCount,T,RH,P,Light,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2023-02-07T00:05:41Z,"0002cc0100000648","22510c5855fd3dbf025f0d153960e653970ac0000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.22,32.65,99221.00,172.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:11:37Z,"0002cc0100000648","22510c59b9fd3dc7025f0d153660e553ca0c20000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.21,32.73,99217.00,194.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:17:33Z,"0002cc0100000648","22510c5b1dfd3dcb02520d153660e653f60b70000000000000ffffffffffffffffffffffff",3.86,,0.14,13,21.21,32.80,99220.00,183.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:23:29Z,"0002cc0100000648","22510c5c81fd3dcb02520d153660e754560b20000000000000ffffffffffffffffffffffff",3.86,,0.14,13,21.21,32.94,99224.00,178.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:29:25Z,"0002cc0100000648","22510c5de5fd3dc3025f0d153960e4549f0cb0000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.22,33.06,99213.00,203.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:35:22Z,"0002cc0100000648","22510c5f4afd3dc3025f0d153660dd54b50c60000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.21,33.09,99185.00,198.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:41:18Z,"0002cc0100000648","22510c60aefd3dcb025f0d153460de551b0a60000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.20,33.25,99188.00,166.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:47:14Z,"0002cc0100000648","22510c6212fd3dbf025f0d153160dd55c40b80000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,33.50,99186.00,184.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:53:10Z,"0002cc0100000648","22510c6376fd3dcb02670d153160e1568b0c20000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,33.81,99202.00,194.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T00:59:06Z,"0002cc0100000648","22510c64dafd3dc302520d153160e157340bc0000000000000ffffffffffffffffffffffff",3.86,,0.14,13,21.19,34.06,99203.00,188.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:05:02Z,"0002cc0100000648","22510c663efd3dcb02670d153160dd581f0b70000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,34.42,99186.00,183.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:10:58Z,"0002cc0100000648","22510c67a2fd3dbb02520d153160db59c20b60000000000000ffffffffffffffffffffffff",3.86,,0.14,13,21.19,35.06,99178.00,182.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:16:54Z,"0002cc0100000648","22510c6906fd3dbf025f0d153160d55a550b30000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,35.29,99155.00,179.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:22:51Z,"0002cc0100000648","22510c6a6bfd3dc3025f0d153160d25ae80b40000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,35.51,99141.00,180.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:28:47Z,"0002cc0100000648","22510c6bcffd3dc3025f0d152f60d65bbc0b40000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.18,35.83,99158.00,180.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:34:43Z,"0002cc0100000648","22510c6d33fd3dc3025f0d153160d75bff0c10000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,35.94,99161.00,193.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:40:39Z,"0002cc0100000648","22510c6e97fd3dc3025f0d153160d95c490bf0000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,36.05,99169.00,191.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:46:35Z,"0002cc0100000648","22510c6ffbfd3dc302520d153160d55c8b0b00000000000000ffffffffffffffffffffffff",3.86,,0.14,13,21.19,36.15,99152.00,176.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:52:31Z,"0002cc0100000648","22510c715ffd3dc302520d153160d95ce3f000000000000000ffffffffffffffffffffffff",3.86,,0.14,13,21.19,36.28,99168.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2023-02-07T01:58:27Z,"0002cc0100000648","22510c72c3fd3dc3025f0d153160d75d6ef000000000000000ffffffffffffffffffffffff",3.86,,0.15,13,21.19,36.50,99162.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
