Time,DevEUI,Raw,Vbat,Vsystem,Vbus,BootCount,T,RH,P,Light,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2022-12-02T00:03:41Z,"0002cc01000003e9","2250b4035dfd3a4a05171115796220297d0850000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.47,16.21,100477.00,266.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:09:37Z,"0002cc01000003e9","2250b404c1fd3a52051711157b621b29450868000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.48,16.12,100457.00,269.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:15:33Z,"0002cc01000003e9","2250b40625fd3a4a051711157e621b29060800000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.49,16.02,100456.00,256.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:21:29Z,"0002cc01000003e9","2250b40789fd3a4a051711157e621c28bf08d0000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.49,15.92,100463.00,282.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:27:25Z,"0002cc01000003e9","2250b408edfd3a52051f111581621a28800888000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.50,15.82,100455.00,273.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:33:21Z,"0002cc01000003e9","2250b40a51fd3a520523111581621d28560ff0000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.50,15.76,100467.00,255.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:39:17Z,"0002cc01000003e9","2250b40bb5fd3a52051711157e621c28320820000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.49,15.70,100461.00,260.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:45:13Z,"0002cc01000003e9","2250b40d19fd3a52051711157e621928240890000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.49,15.68,100449.00,274.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:51:09Z,"0002cc01000003e9","2250b40e7dfd3a52051711157e621a281d08c0000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.49,15.67,100454.00,280.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T00:57:05Z,"0002cc01000003e9","2250b40fe1fd3a46051711157e6215281d0840000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.49,15.67,100435.00,264.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T01:03:01Z,"0002cc01000003e9","2250b41145fd3a52051711157b6219282408c0000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.48,15.68,100451.00,280.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-02T01:08:57Z,"0002cc01000003e9","2250b412a9fd3a5205171115796217283208a8000000000000ffffffffffffffffffffffff",3.64,,0.32,17,21.47,15.70,100442.00,277.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
