Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-10-15T00:05:03Z,"0002cc0100000eb0","365438742ff935690a1519c5ae000000000e00000000dc9a7d107dc477e8773774ec",2,3.34,,10,21.10,77.22,,0.00,,0,14,0,0,,,0.31,0.45,0.49,0.72,0.63,-0.04
2024-10-15T00:10:59Z,"0002cc0100000eb0","3654387593f9356d0a150bc5d6000000000e00000000fd355feef5aeed026592",2,3.34,,10,21.04,77.28,,0.00,,0,14,0,0,,,,0.09,-0.16,-0.35,0.06,-0.65
2024-10-15T00:16:55Z,"0002cc0100000eb0","36543876f7f935690a1512c6c9000000000f010000006f98766576806f2de5267ce2",2,3.34,,10,21.07,77.65,,0.00,,1,15,0,0,,,0.61,-0.08,0.22,0.41,0.40,0.24
2024-10-15T00:22:51Z,"0002cc0100000eb0","365438785bf9356d0a1512c692000000000f000000007cc177e974b177297671",2,3.34,,10,21.07,77.57,,0.00,,0,15,0,0,,,,0.40,0.45,0.29,0.49,0.59
2024-10-15T00:28:47Z,"0002cc0100000eb0","36543879bff935710a150ec648000000000f00000000fc4fee3276e5770375b7",2,3.34,,10,21.05,77.45,,0.00,,0,15,0,0,,,,0.36,0.44,0.43,-0.19,-0.54
2024-10-15T00:34:43Z,"0002cc0100000eb0","3654387b23f935610a1512c7620000000012030000006cea7cfe753c74c576ec772d",2,3.34,,10,21.07,77.89,,0.00,,3,18,0,0,,,0.45,0.43,0.30,0.33,0.62,0.15
2024-10-15T00:40:39Z,"0002cc0100000eb0","3654387c87f935690a1521c7dd0000000014020000007cfc77905f546fc4dd39",2,3.34,,10,21.13,78.07,,0.00,,2,20,0,0,,,,-0.04,0.24,0.06,0.47,0.62
2024-10-15T00:46:35Z,"0002cc0100000eb0","3654387debf935690a1519c65d000000001400000000fcfcf5d5fc1cfcd6ef9a",2,3.34,,10,21.10,77.49,,0.00,,0,20,0,0,,,,-0.24,-0.60,-0.51,-0.36,-0.62
2024-10-15T00:52:31Z,"0002cc0100000eb0","3654387f4ff935650a1521c800000000001501000000e63e77e9dfe77749749c",2,3.34,,10,21.13,78.13,,0.00,,1,21,0,0,,,,0.29,0.46,-0.06,0.49,-0.10
2024-10-15T00:58:27Z,"0002cc0100000eb0","36543880b3f935690a152bc85b00000000180300000074d174e86db66dad75257d30",2,3.34,,10,21.17,78.27,,0.00,,3,24,0,0,,,0.65,0.32,0.18,0.18,0.31,0.30
2024-10-15T01:04:23Z,"0002cc0100000eb0","3654388217f935610a1524c6810000000019010000007485751f7ca1fc62f769",2,3.34,,10,21.14,77.54,,0.00,,1,25,0,0,,,,-0.46,-0.55,0.58,0.32,0.28
2024-10-15T01:10:18Z,"0002cc0100000eb0","365438837af935610a1524c7b5000000001b02000000fe4dfe96578e4fc97c66",2,3.34,,10,21.14,78.01,,0.00,,2,27,0,0,,,,0.55,0.02,0.03,-0.82,-0.79
2024-10-15T01:16:14Z,"0002cc0100000eb0","36543884def935710a1527c6f3000000001b0000000076e57ce67d4b76b63d86",2,3.34,,10,21.15,77.72,,0.00,,0,27,0,0,,,,0.00,0.42,0.66,0.61,0.43
2024-10-15T01:22:10Z,"0002cc0100000eb0","3654388642f935710a1530c68f000000001e0300000076347c457c8b76cd6405fc14",2,3.34,,10,21.18,77.56,,0.00,,3,30,0,0,,,-0.51,0.06,0.42,0.57,0.53,0.39
2024-10-15T01:28:06Z,"0002cc0100000eb0","36543887a6f935690a1530c729000000001f01000000fca0fe09f7e474377721",2,3.34,,10,21.18,77.80,,0.00,,1,31,0,0,,,,0.45,0.26,-0.49,-0.75,-0.58
2024-10-15T01:34:02Z,"0002cc0100000eb0","365438890af935650a153ec9fe0000000021020000007c6f5c597cb97c757769",2,3.34,,10,21.24,78.90,,0.00,,2,33,0,0,,,,0.46,0.56,0.59,0.03,0.55
2024-10-15T01:39:58Z,"0002cc0100000eb0","3654388a6ef935690a153ec89f0000000022010000007c557d1ddee374b35f8e75af",2,3.34,,10,21.24,78.37,,0.00,,1,34,0,0,,,0.36,0.06,0.29,-0.05,0.64,0.54
2024-10-15T01:45:54Z,"0002cc0100000eb0","3654388bd2f9356d0a1549c8a600000000230100000076b87d8177a975e37cb9",2,3.34,,10,21.28,78.38,,0.00,,1,35,0,0,,,,0.59,0.37,0.48,0.69,0.42
2024-10-15T01:51:50Z,"0002cc0100000eb0","3654388d36f935710a153ec75c0000000024010000007488e676e794deb9f4f6fd36",2,3.34,,10,21.24,77.88,,0.00,,1,36,0,0,,,-0.65,-0.31,-0.05,-0.12,-0.10,0.28
2024-10-15T01:57:46Z,"0002cc0100000eb0","3654388e9af935690a153ec8b40000000026020000007c547c866ef37cf774d8",2,3.34,,10,21.24,78.40,,0.00,,2,38,0,0,,,,0.30,0.62,0.22,0.57,0.54
2024-10-15T02:03:42Z,"0002cc0100000eb0","3654388ffef9356d0a1541c81c0000000026000000007d7b7c2a7cb17dc26cf16d6c",2,3.34,,10,21.25,78.17,,0.00,,0,38,0,0,,,0.17,0.15,0.72,0.59,0.52,0.69
2024-10-15T02:09:38Z,"0002cc0100000eb0","3654389162f935710a153ec7160000000026000000007c04fcc7ed9bfcc46492",2,3.34,,10,21.24,77.77,,0.00,,0,38,0,0,,,,0.07,-0.60,-0.18,-0.60,0.50
2024-10-15T02:15:34Z,"0002cc0100000eb0","36543892c6f935610a1536c8a90000000029030000006dc776d66f1e667aed767774",2,3.34,,10,21.21,78.38,,0.00,,3,41,0,0,,,0.47,-0.17,0.10,0.22,0.43,0.18
2024-10-15T02:21:30Z,"0002cc0100000eb0","365438942af935710a1541c735000000002b020000007d60759f77917c917d65",2,3.34,,10,21.25,77.82,,0.00,,2,43,0,0,,,,0.67,0.57,0.47,0.35,0.67
2024-10-15T02:27:26Z,"0002cc0100000eb0","365438958ef935690a1536c68d000000002b000000007612d68bf551e652f588",2,3.34,,10,21.21,77.56,,0.00,,0,43,0,0,,,,-0.35,-0.10,-0.33,-0.03,0.38
2024-10-15T02:33:22Z,"0002cc0100000eb0","36543896f2f935690a1533c786000000002d02000000eddced38749b76dc7c7a7d03",2,3.34,,10,21.20,77.94,,0.00,,2,45,0,0,,,0.63,0.56,0.43,0.29,-0.16,-0.18
2024-10-15T02:39:18Z,"0002cc0100000eb0","3654389856f934360a153ec94e000000002f0200000076e1745a6ded750d7c36",2,3.26,,10,21.24,78.64,,0.00,,2,47,0,0,,,,0.53,0.32,0.19,0.27,0.43
2024-10-15T02:45:13Z,"0002cc0100000eb0","36543899b9f9356d0a153ac6ab000000002f000000007c0a7662f7c4f570f689",2,3.34,,10,21.22,77.61,,0.00,,0,47,0,0,,,,-0.41,-0.34,-0.49,0.40,0.50
2024-10-15T02:51:10Z,"0002cc0100000eb0","3654389b1ef935690a1533c87c000000003102000000fd0ffc0bfda06e927c777dad",2,3.34,,10,21.20,78.32,,0.00,,2,49,0,0,,,0.71,0.56,0.21,-0.70,-0.51,-0.63
2024-10-15T02:57:05Z,"0002cc0100000eb0","3654389c81f935710a153ec75c00000000320100000077df66756d1474326f14",2,3.34,,10,21.24,77.88,,0.00,,1,50,0,0,,,,0.22,0.26,0.16,0.10,0.49
2024-10-15T03:03:01Z,"0002cc0100000eb0","3654389de5f935710a153ac78b000000003301000000770d7784f79974757525",2,3.34,,10,21.22,77.95,,0.00,,1,51,0,0,,,,0.32,0.28,-0.47,0.47,0.44
2024-10-15T03:08:57Z,"0002cc0100000eb0","3654389f49f935690a1533c80c000000003300000000fdedfff6e4b7e4bd6fa677fe",2,3.34,,10,21.20,78.14,,0.00,,0,51,0,0,,,0.50,0.24,-0.07,-0.07,-0.99,-0.74
2024-10-15T03:14:53Z,"0002cc0100000eb0","365438a0adf935650a1530c6c6000000003300000000fcc8fd8bfe48f5bffe5a",2,3.34,,10,21.18,77.65,,0.00,,0,51,0,0,,,,-0.79,-0.36,-0.79,-0.69,-0.60
2024-10-15T03:20:49Z,"0002cc0100000eb0","365438a211f935650a153ac842000000003401000000fd9ff6b2f4cd76727c01",2,3.34,,10,21.22,78.23,,0.00,,1,52,0,0,,,,0.50,0.40,-0.30,-0.42,-0.70
2024-10-15T03:26:45Z,"0002cc0100000eb0","365438a375f935540a153ec884000000003400000000776a749964626dd07698",2,3.33,,10,21.24,78.33,,0.00,,0,52,0,0,,,,0.41,0.18,0.07,0.29,0.46
2024-10-15T03:32:41Z,"0002cc0100000eb0","365438a4d9f935710a153ac70500000000340000000075a377c87770efb2fc87",2,3.34,,10,21.22,77.74,,0.00,,0,52,0,0,,,,-0.57,-0.24,0.46,0.49,0.35
2024-10-15T03:38:37Z,"0002cc0100000eb0","365438a63df935650a1530c70d000000003400000000f77ee4b8e49b76d877a4dc7b",2,3.34,,10,21.18,77.76,,0.00,,0,52,0,0,,,-0.04,0.48,0.43,-0.07,-0.07,-0.47
2024-10-15T03:44:33Z,"0002cc0100000eb0","365438a7a1f2020402001530c61e000000003400000000742375f2fed0f6e9fef2",2,,2.4.2.0,,21.18,77.39,,0.00,,0,52,0,0,,,,-0.87,-0.43,-0.85,0.37,0.26
2024-10-15T03:50:29Z,"0002cc0100000eb0","365438a905f935710a1536c8000000000037030000007cd06e79778e7c79f7f4",2,3.34,,10,21.21,78.13,,0.00,,3,55,0,0,,,,-0.50,0.56,0.47,0.20,0.60
2024-10-15T03:56:25Z,"0002cc0100000eb0","365438aa69f935710a1541c81c0000000037000000006f53dcbe76986e1c75a3",2,3.34,,10,21.25,78.17,,0.00,,0,55,0,0,,,,0.35,0.19,0.41,-0.04,0.23
2024-10-15T04:02:21Z,"0002cc0100000eb0","365438abcdf935650a153ec6a50000000037000000007c5b6fe275e6fde3f6c5f7b8",2,3.34,,10,21.24,77.60,,0.00,,0,55,0,0,,,-0.48,-0.42,-0.74,0.37,0.25,0.54
2024-10-15T04:08:17Z,"0002cc0100000eb0","365438ad31f935690a153ac810000000003700000000f5e8feddf67274fa74be",2,3.34,,10,21.22,78.15,,0.00,,0,55,0,0,,,,0.30,0.31,-0.40,-0.86,-0.37
2024-10-15T04:14:13Z,"0002cc0100000eb0","365438ae95f935650a153ac72900000000380100000075dd7c5c7c96f487d6d5ffff",2,3.34,,10,21.22,77.80,,0.00,,1,56,0,0,,,-1.00,-0.03,-0.28,0.57,0.54,0.37
2024-10-15T04:20:08Z,"0002cc0100000eb0","365438aff8f9356d0a152bc5e4000000003800000000fe3efffffeef77b2773c",2,3.34,,10,21.17,77.30,,0.00,,0,56,0,0,,,,0.45,0.48,-0.87,-1.00,-0.78
2024-10-15T04:26:05Z,"0002cc0100000eb0","365438b15df9356d0a1530c6810000000038000000007411ff8ed6f5f47afc19fd34",2,3.34,,10,21.18,77.54,,0.00,,0,56,0,0,,,-0.65,-0.51,-0.28,-0.03,-0.94,0.25
2024-10-15T04:32:00Z,"0002cc0100000eb0","365438b2c0f935690a152bc6bd000000003800000000fffff62e75677ca6ff41",2,3.34,,10,21.17,77.63,,0.00,,0,56,0,0,,,,-0.91,0.58,0.34,-0.39,-1.00
2024-10-15T04:37:56Z,"0002cc0100000eb0","365438b424f935690a1521c60e000000003800000000fdccfeccfeadffffffff",2,3.34,,10,21.13,77.37,,0.00,,0,56,0,0,,,,-1.00,-1.00,-0.83,-0.85,-0.72
