Time,DevEUI,Raw,Port,Vbat,Version,BootCount,T,RH,P,Light,CO2,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2024-10-14T00:03:35Z,"0002cc0100000eb0","3654372257f9356d0a1591c62c00000000090000000077df6da3647b7c2f74a86633",2,3.34,,10,21.56,77.41,,0.00,,0,9,0,0,,,0.10,0.29,0.52,0.07,0.18,0.49
2024-10-14T00:09:31Z,"0002cc0100000eb0","36543723bbf935690a1594c62f00000000090000000075cf7cd57c7675d4769d",2,3.34,,10,21.58,77.42,,0.00,,0,9,0,0,,,,0.41,0.36,0.56,0.60,0.36
2024-10-14T00:15:27Z,"0002cc0100000eb0","365437251ff935650a1594c6360000000009000000007c0177f677d07c137c016ee0",2,3.34,,10,21.58,77.43,,0.00,,0,9,0,0,,,0.21,0.50,0.51,0.49,0.50,0.50
2024-10-14T00:21:23Z,"0002cc0100000eb0","3654372683f935710a159cc60800000000090000000074667c1b76677ccd7cac",2,3.34,,10,21.61,77.36,,0.00,,0,9,0,0,,,,0.58,0.60,0.40,0.51,0.27
2024-10-14T00:27:18Z,"0002cc0100000eb0","36543727e6f9356d0a1594c5630000000009000000007d2b67d57c92df5375f4",2,3.34,,10,21.58,77.11,,0.00,,0,9,0,0,,,,0.37,-0.06,0.57,0.12,0.65
2024-10-14T00:33:14Z,"0002cc0100000eb0","365437294af935690a158ac5160000000009000000007d30e7cc4f0aecdef5b47c37",2,3.34,,10,21.54,76.99,,0.00,,0,9,0,0,,,0.53,-0.36,-0.15,0.01,-0.12,0.65
2024-10-14T00:39:10Z,"0002cc0100000eb0","3654372aaef935690a1591c6170000000009000000007c596eaa6e7777047716",2,3.34,,10,21.56,77.38,,0.00,,0,9,0,0,,,,0.44,0.44,0.20,0.21,0.54
2024-10-14T00:45:06Z,"0002cc0100000eb0","3654372c12f935690a158dc573000000000900000000657475737c05ffffe65e",2,3.34,,10,21.55,77.13,,0.00,,0,9,0,0,,,,-0.10,-1.00,0.50,0.34,0.09
2024-10-14T00:51:02Z,"0002cc0100000eb0","3654372d76f935690a158ac71000000000090000000074b8ee1f77587cf764c37701",2,3.34,,10,21.54,77.76,,0.00,,0,9,0,0,,,0.44,0.07,0.62,0.46,-0.19,0.29
2024-10-14T00:56:58Z,"0002cc0100000eb0","3654372edaf935690a1586c7530000000009000000007cb674927446ff13ffff",2,3.34,,10,21.52,77.86,,0.00,,0,9,0,0,,,,-1.00,-0.88,0.27,0.29,0.59
2024-10-14T01:02:54Z,"0002cc0100000eb0","365437303ef935710a1586c8f3000000000900000000ffffffffffff7c857c8775a4",2,3.34,,10,21.52,78.50,,0.00,,0,9,0,0,,,0.35,0.57,0.56,-1.00,-1.00,-1.00
2024-10-14T01:08:50Z,"0002cc0100000eb0","36543731a2f935690a1586c7a10000000009000000006da56f63762d7656feed",2,3.34,,10,21.52,77.98,,0.00,,0,9,0,0,,,,-0.87,0.40,0.39,0.23,0.18
2024-10-14T01:14:46Z,"0002cc0100000eb0","3654373306f935690a1586c825000000000900000000fcd47669677e5d606f80",2,3.34,,10,21.52,78.18,,0.00,,0,9,0,0,,,,0.23,0.04,0.12,0.40,-0.60
2024-10-14T01:20:42Z,"0002cc0100000eb0","365437346af9356d0a158dc84e0000000009000000006556f6d7fd90743f7d2976c1",2,3.34,,10,21.55,78.25,,0.00,,0,9,0,0,,,0.42,0.65,0.27,-0.70,-0.43,0.08
2024-10-14T01:26:38Z,"0002cc0100000eb0","36543735cef935650a158dc7f20000000009000000006ff26d3b74e97db57c7b",2,3.34,,10,21.55,78.10,,0.00,,0,9,0,0,,,,0.56,0.71,0.31,0.16,0.25
2024-10-14T01:32:34Z,"0002cc0100000eb0","3654373732f9356d0a158ac76a00000000090000000076117c496c87f6dbf7f2",2,3.34,,10,21.54,77.90,,0.00,,0,9,0,0,,,,-0.50,-0.43,0.14,0.54,0.38
2024-10-14T01:38:30Z,"0002cc0100000eb0","3654373896f935610a1591c77d000000000900000000772164576de27d127c85750d",2,3.34,,10,21.56,77.93,,0.00,,0,9,0,0,,,0.32,0.56,0.63,0.18,0.07,0.45
