Time,DevEUI,Raw,Vbat,Vsystem,Vbus,BootCount,T,RH,P,Light,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2022-12-23T00:04:14Z,"0002cc01000003e9","2250cfb2fefd388404e611140161801924f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,20.00,9.82,99838.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:10:11Z,"0002cc01000003e9","2250cfb463fd388404e61113fe6182190f0d00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.99,9.79,99845.00,26.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:16:07Z,"0002cc01000003e9","2250cfb5c7fd388404e61113fb61831908f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.98,9.78,99850.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:22:03Z,"0002cc01000003e9","2250cfb72bfd387f04e61113fb61811901f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.98,9.77,99841.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:27:59Z,"0002cc01000003e9","2250cfb88ffd387f04fa1113fb617e18c8f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.98,9.68,99830.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:33:55Z,"0002cc01000003e9","2250cfb9f3fd388404e61113fe61861897f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.99,9.61,99860.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:39:51Z,"0002cc01000003e9","2250cfbb57fd387b04e61113fb618518820d80000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.98,9.57,99858.00,27.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:45:47Z,"0002cc01000003e9","2250cfbcbbfd387b04e61113fb618818740800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.98,9.55,99869.00,4.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:51:43Z,"0002cc01000003e9","2250cfbe1ffd387f04f21113fb618b183b0b80000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.98,9.47,99883.00,23.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T00:57:39Z,"0002cc01000003e9","2250cfbf83fd387b04e61113f9618a17fc0800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.97,9.37,99877.00,8.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:03:35Z,"0002cc01000003e9","2250cfc0e7fd387b04e61113f9619017bd0800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.97,9.27,99902.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:09:31Z,"0002cc01000003e9","2250cfc24bfd387b04e61113f9619117760a00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.97,9.17,99906.00,10.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:15:27Z,"0002cc01000003e9","2250cfc3affd387b04fa1113f661961737f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.96,9.07,99927.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:21:23Z,"0002cc01000003e9","2250cfc513fd388404e61113f6619716f10800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.96,8.96,99931.00,4.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:27:19Z,"0002cc01000003e9","2250cfc677fd387b04e61113f4619716720d00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.95,8.77,99929.00,26.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:33:15Z,"0002cc01000003e9","2250cfc7dbfd387b04f21113f4619a16870c00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.95,8.80,99942.00,12.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:39:12Z,"0002cc01000003e9","2250cfc940fd388404e61113f1619915c8f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.94,8.51,99939.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:45:08Z,"0002cc01000003e9","2250cfcaa4fd387b04fa1113ec619615baf000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.92,8.49,99926.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:51:04Z,"0002cc01000003e9","2250cfcc08fd387b04e61113ef619a16b10e00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.93,8.86,99940.00,14.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T01:57:00Z,"0002cc01000003e9","2250cfcd6cfd387b04f21113f4619717aff000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.95,9.25,99930.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:02:56Z,"0002cc01000003e9","2250cfced0fd388404f21113f4619d18c8f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.95,9.68,99952.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:08:52Z,"0002cc01000003e9","2250cfd034fd387b04e61113f4619f1955f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.95,9.90,99963.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:14:48Z,"0002cc01000003e9","2250cfd198fd388404e61113f161a2195bf000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.94,9.91,99975.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:20:44Z,"0002cc01000003e9","2250cfd2fcfd387b04f21113ef61a1195bf000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.93,9.91,99969.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:26:40Z,"0002cc01000003e9","2250cfd460fd387b04e61113ec61a619710c00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.92,9.94,99989.00,12.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:32:36Z,"0002cc01000003e9","2250cfd5c4fd388404e61113e961ab19710e00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.91,9.94,100009.00,7.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:38:32Z,"0002cc01000003e9","2250cfd728fd387b04f21113ec61ac19b0f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.92,10.03,100012.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:44:28Z,"0002cc01000003e9","2250cfd88cfd387b04e61113ef61b119b70b00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.93,10.04,100032.00,11.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:50:24Z,"0002cc01000003e9","2250cfd9f0fd387b04e61113ef61b319710800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.93,9.94,100041.00,2.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T02:56:20Z,"0002cc01000003e9","2250cfdb54fd386f04e61113ec61b21954f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.92,9.89,100036.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:02:17Z,"0002cc01000003e9","2250cfdcb9fd387b04e61113ec61b6191c0800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.92,9.81,100053.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:08:13Z,"0002cc01000003e9","2250cfde1dfd388404e61113e761b418eaf000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.90,9.73,100046.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:14:09Z,"0002cc01000003e9","2250cfdf81fd387b04f21113e461b41906f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.89,9.78,100045.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:20:05Z,"0002cc01000003e9","2250cfe0e5fd387b04e61113df61b6190d0e00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.87,9.79,100052.00,14.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:26:01Z,"0002cc01000003e9","2250cfe249fd387304f21113d861b418e20800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.84,9.72,100045.00,4.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:31:57Z,"0002cc01000003e9","2250cfe3adfd387b04f21113d261b618d4f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.82,9.70,100054.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:37:53Z,"0002cc01000003e9","2250cfe511fd387304f21113cb61b8184e0c00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.79,9.49,100061.00,3.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:43:49Z,"0002cc01000003e9","2250cfe675fd388404f21113c661bb1838f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.77,9.46,100073.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:49:45Z,"0002cc01000003e9","2250cfe7d9fd387b04e61113da61ba188e0800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.85,9.59,100069.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T03:55:41Z,"0002cc01000003e9","2250cfe93dfd387b04ee1113f461bc18970a00000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.95,9.61,100077.00,5.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T04:01:37Z,"0002cc01000003e9","2250cfeaa1fd387b04e611140361bd18adf000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,20.01,9.64,100083.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T04:07:33Z,"0002cc01000003e9","2250cfec05fd388404e61113f961c118970900000000000000ffffffffffffffffffffffff",3.53,,0.31,17,19.97,9.61,100098.00,9.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T04:13:29Z,"0002cc01000003e9","2250cfed69fd388404e611140161cb1858f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,20.00,9.51,100136.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T04:19:26Z,"0002cc01000003e9","2250cfeecefd387b04e611141561cb17e1f000000000000000ffffffffffffffffffffffff",3.53,,0.31,17,20.08,9.33,100137.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T04:25:21Z,"0002cc01000003e9","2250cff031fd388404e611141061cb16420800000000000000ffffffffffffffffffffffff",3.53,,0.31,17,20.06,8.69,100139.00,2.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-23T04:31:18Z,"0002cc01000003e9","2250cff196fd388404e611140161cc14f60980000000000000ffffffffffffffffffffffff",3.53,,0.31,17,20.00,8.19,100142.00,19.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
