Time,DevEUI,Raw,Vbat,Vsystem,Vbus,BootCount,T,RH,P,Light,P[0].delta,P[0].total,P[1].delta,P[1].total,Act[7],Act[6],Act[5],Act[4],Act[3],Act[2],Act[1],Act[0]
2022-12-22T00:02:11Z,"0002cc01000003e9","2250ce6103fd38ad04e611152c619736cdf000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.17,21.41,99929.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:08:08Z,"0002cc01000003e9","2250ce6268fd389c04e6111524619636ef0c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.14,21.46,99926.00,3.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:14:04Z,"0002cc01000003e9","2250ce63ccfd38ad04e611151f61963703f000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.12,21.49,99927.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:20:00Z,"0002cc01000003e9","2250ce6530fd38a004e611151a619337170a00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.10,21.52,99914.00,10.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:25:56Z,"0002cc01000003e9","2250ce6694fd38a004e61115156193373a0c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.08,21.57,99914.00,12.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:31:52Z,"0002cc01000003e9","2250ce67f8fd38ad04e6111512618f375d0900000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.07,21.63,99899.00,18.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:37:48Z,"0002cc01000003e9","2250ce695cfd38ad04e611150d6188377f0e00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.05,21.68,99871.00,14.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:43:44Z,"0002cc01000003e9","2250ce6ac0fd38ad04e611150b61853794f000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.04,21.71,99856.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:49:40Z,"0002cc01000003e9","2250ce6c24fd38a004e6111506618137a90c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.02,21.74,99840.00,3.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T00:55:36Z,"0002cc01000003e9","2250ce6d88fd38ad04e6111503618237c40800000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.01,21.78,99846.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:01:32Z,"0002cc01000003e9","2250ce6eecfd38a004e6111501618437d20c80000000000000ffffffffffffffffffffffff",3.54,,0.31,17,21.00,21.81,99853.00,25.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:07:28Z,"0002cc01000003e9","2250ce7050fd38a404e61114fe618737e70c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.99,21.84,99867.00,3.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:13:24Z,"0002cc01000003e9","2250ce71b4fd38a404e61114fb618c37f50800000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.98,21.86,99885.00,16.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:19:20Z,"0002cc01000003e9","2250ce7318fd38ad04e61114f9618a3802f000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.97,21.88,99876.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:25:16Z,"0002cc01000003e9","2250ce747cfd38a004e61114f661863809f000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.96,21.89,99862.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:31:12Z,"0002cc01000003e9","2250ce75e0fd38ad04e61114f1618738170900000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.94,21.91,99866.00,9.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:37:08Z,"0002cc01000003e9","2250ce7744fd38a404e61114ef618538240a80000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.93,21.93,99856.00,21.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:43:05Z,"0002cc01000003e9","2250ce78a9fd38a404e61114e961833824f000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.91,21.93,99851.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:49:01Z,"0002cc01000003e9","2250ce7a0dfd38ad04e61114e4618538310a00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.89,21.95,99858.00,20.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T01:54:57Z,"0002cc01000003e9","2250ce7b71fd38a004e61114e2618438310b00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.88,21.95,99855.00,22.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:00:53Z,"0002cc01000003e9","2250ce7cd5fd389c04e61114df6183383ff000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.87,21.97,99848.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:06:49Z,"0002cc01000003e9","2250ce7e39fd38a004e61114dd618238460c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.86,21.98,99844.00,12.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:12:45Z,"0002cc01000003e9","2250ce7f9dfd38a404ee1114df618638460a00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.87,21.98,99863.00,20.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:18:41Z,"0002cc01000003e9","2250ce8101fd38a404e61114da618638450800000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.85,21.98,99861.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:24:37Z,"0002cc01000003e9","2250ce8265fd389c04e61114d56182384bf000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.83,21.99,99844.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:30:33Z,"0002cc01000003e9","2250ce83c9fd38a404e61114d2617f38520980000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.82,22.00,99832.00,19.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:36:29Z,"0002cc01000003e9","2250ce852dfd389c04e61114cd617a38580d80000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.80,22.01,99812.00,27.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:42:25Z,"0002cc01000003e9","2250ce8691fd38a404e61114c86175386df000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.78,22.04,99794.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:48:21Z,"0002cc01000003e9","2250ce87f5fd38a404e61114c36172387a0b00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.76,22.06,99782.00,44.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T02:54:17Z,"0002cc01000003e9","2250ce8959fd38a404fa1114be617538800b00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.74,22.07,99793.00,11.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:00:13Z,"0002cc01000003e9","2250ce8abdfd389804e61114b96173389c0c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.72,22.11,99784.00,12.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:06:09Z,"0002cc01000003e9","2250ce8c21fd38a404e61114b4617538c60800000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.70,22.18,99793.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:12:06Z,"0002cc01000003e9","2250ce8d86fd389c04fa1114af617738da0c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.68,22.21,99803.00,3.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:18:02Z,"0002cc01000003e9","2250ce8eeafd389c04e61114ac617738e00880000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.67,22.22,99800.00,17.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:23:58Z,"0002cc01000003e9","2250ce904efd38a404f21114a4617638ee0f00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.64,22.24,99796.00,30.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:29:54Z,"0002cc01000003e9","2250ce91b2fd389c04e61114a2617638f40880000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.63,22.25,99796.00,17.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:35:50Z,"0002cc01000003e9","2250ce9316fd38a404f211149f617438fb0800000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.62,22.26,99789.00,16.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:41:46Z,"0002cc01000003e9","2250ce947afd38a404e611149d617039090a00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.61,22.28,99774.00,10.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:47:42Z,"0002cc01000003e9","2250ce95defd389c04e6111498616f391d0880000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.59,22.31,99770.00,17.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:53:38Z,"0002cc01000003e9","2250ce9742fd38a404f2111495616f392b0c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.58,22.33,99769.00,6.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T03:59:34Z,"0002cc01000003e9","2250ce98a6fd38a404ee111490616d39310c00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.56,22.34,99763.00,24.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:05:30Z,"0002cc01000003e9","2250ce9a0afd38a404e6111490617039380e00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.56,22.35,99773.00,7.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:11:26Z,"0002cc01000003e9","2250ce9b6efd389c04ee11148b616c393e0a00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.54,22.36,99756.00,20.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:17:22Z,"0002cc01000003e9","2250ce9cd2fd389c04e611148661693945f000000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.52,22.37,99745.00,0.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:23:18Z,"0002cc01000003e9","2250ce9e36fd389804ee111483616339520a00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.51,22.39,99720.00,5.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:29:14Z,"0002cc01000003e9","2250ce9f9afd38a404f211147e615d39520d00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.49,22.39,99698.00,13.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:35:10Z,"0002cc01000003e9","2250cea0fefd38a404e611147e615d39590e00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.49,22.40,99698.00,14.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:41:06Z,"0002cc01000003e9","2250cea262fd38a404f211147b616039600800000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.48,22.41,99708.00,32.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:47:03Z,"0002cc01000003e9","2250cea3c7fd389c04f2111479615e39600800000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.47,22.41,99702.00,1.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
2022-12-22T04:52:59Z,"0002cc01000003e9","2250cea52bfd38a404ee111476615b39580b00000000000000ffffffffffffffffffffffff",3.54,,0.31,17,20.46,22.40,99691.00,11.00,0,0,0,0,,,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00
